,datetime_of_infraction,time_of_infraction,year,month,day,infraction_code,infraction_description,set_fine_amount,location2,province,latitude,longitude,permit_time_restrictions,fee_related,time_related,plate_related,fire_route,accessible_related,commercial_related,obstruction_related,cycle_related
932000,2019-12-24 15:29:00,15:29:00,2019,12,24,419.0,STAND NON-TAXI IN SIGNED STAND,60,"JAMES ST, TORONTO, ON, CANADA",ON,43.6540378,-79.3814922,0,0,0,0,0,0,0,0,0
934000,2019-12-29 00:28:00,00:28:00,2019,12,29,29.0,PARK PROHIBITED TIME NO PERMIT,30,"20 STEWART ST, TORONTO, ON, CANADA",ON,43.643628038461536,-79.40068980769232,1,0,1,0,0,0,0,0,0
936000,2019-04-01 20:58:00,20:58:00,2019,4,1,3.0,PARK ON PRIVATE PROPERTY,30,"5505 YONGE ST, TORONTO, ON, CANADA",ON,43.778034,-79.4149283,1,0,0,0,0,0,0,0,0
938000,2019-04-04 08:44:00,08:44:00,2019,4,4,30.0,STOP-(ON/OVER) (SIDEWK/FTPATH),150,"100 WALTON ST, TORONTO, ON, CANADA",ON,43.65803666666667,-79.38529799999999,0,0,1,0,0,0,0,1,0
940000,2019-04-06 12:46:00,12:46:00,2019,4,6,3.0,PARK ON PRIVATE PROPERTY,30,"1591 WESTON RD, TORONTO, ON, CANADA",ON,43.6954095,-79.5069737,1,0,0,0,0,0,0,0,0
942000,2019-04-09 03:15:00,03:15:00,2019,4,9,3.0,PARK ON PRIVATE PROPERTY,30,"201 CARLAW AVE, TORONTO, ON, CANADA",ON,43.6620498,-79.3401356,1,0,0,0,0,0,0,0,0
944000,2019-04-11 10:03:00,10:03:00,2019,4,11,29.0,PARK PROHIBITED TIME NO PERMIT,30,"441 PACIFIC AVE, TORONTO, ON, CANADA",ON,43.666171899999995,-79.4684903,1,0,1,0,0,0,0,0,0
946000,2019-04-13 13:15:00,13:15:00,2019,4,13,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"493 DANFORTH AVE, TORONTO, ON, CANADA",ON,43.67796145789474,-79.3491399631579,1,0,0,0,0,0,0,0,0
948000,2019-04-16 11:19:00,11:19:00,2019,4,16,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"70 FOREST MANOR RD, TORONTO, ON, CANADA",ON,43.7750174,-79.3461257,1,0,0,0,0,0,0,0,0
950000,2019-04-18 17:34:00,17:34:00,2019,4,18,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"6 SPRING GARDEN AVE, TORONTO, ON, CANADA",ON,43.76468275,-79.41104447849774,1,0,0,0,0,0,0,0,0
952000,2019-04-23 09:44:00,09:44:00,2019,4,23,29.0,PARK PROHIBITED TIME NO PERMIT,30,"60 JOE SHUSTER WAY, TORONTO, ON, CANADA",ON,43.6406255,-79.42606581127569,1,0,1,0,0,0,0,0,0
954000,2019-04-25 11:32:00,11:32:00,2019,4,25,3.0,PARK ON PRIVATE PROPERTY,30,"51 EAST LIBERTY ST, TORONTO, ON, CANADA",ON,43.6388821,-79.4121898,1,0,0,0,0,0,0,0,0
956000,2019-04-27 20:41:00,20:41:00,2019,4,27,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"88 ELM ST, TORONTO, ON, CANADA",ON,43.657098,-79.385787,0,1,0,0,0,0,0,0,0
958000,2019-04-30 14:53:00,14:53:00,2019,4,30,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"2 ST CLAIR AVE W, TORONTO, ON, CANADA",ON,43.6883353,-79.3946218789046,1,0,0,0,0,0,0,0,0
960000,2019-05-02 20:54:00,20:54:00,2019,5,2,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"6 SPRING GARDEN AVE, TORONTO, ON, CANADA",ON,43.76468275,-79.41104447849774,0,1,0,0,0,0,0,0,0
962000,2019-05-05 09:41:00,09:41:00,2019,5,5,29.0,PARK PROHIBITED TIME NO PERMIT,30,"SUNNYSIDE AVE, TORONTO, ON, CANADA",ON,43.6387957,-79.4484412,1,0,1,0,0,0,0,0,0
964000,2019-05-07 19:29:00,19:29:00,2019,5,7,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"18 SPRING GARDEN AVE, TORONTO, ON, CANADA",ON,43.7648899,-79.41050824371612,1,0,0,0,0,0,0,0,0
966000,2019-05-10 10:59:00,10:59:00,2019,5,10,15.0,PARK-WITHIN 3M OF FIRE HYDRANT,100,"LA PLANTE AVE, TORONTO, ON, CANADA",QC,43.6591927,-79.3860233,0,0,0,0,1,0,0,0,0
968000,2019-05-13 10:57:00,10:57:00,2019,5,13,3.0,PARK ON PRIVATE PROPERTY,30,"80 LYNN WILLIAMS ST, TORONTO, ON, CANADA",ON,43.639314299999995,-79.41657699446372,1,0,0,0,0,0,0,0,0
970000,2019-05-15 16:43:00,16:43:00,2019,5,15,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"707 DOVERCOURT RD, TORONTO, ON, CANADA",ON,43.6604439,-79.42874557215015,1,0,0,0,0,0,0,0,0
972000,2019-05-17 20:57:00,20:57:00,2019,5,17,15.0,PARK-WITHIN 3M OF FIRE HYDRANT,100,"BAY ST, TORONTO, ON, CANADA",ON,43.6412835,-79.3769322,0,0,0,0,1,0,0,0,0
974000,2019-05-21 11:10:00,11:10:00,2019,5,21,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"150 GERRARD ST W, TORONTO, ON, CANADA",ON,43.6581023,-79.3879399,0,1,0,0,0,0,0,0,0
976000,2019-05-23 14:20:00,14:20:00,2019,5,23,3.0,PARK ON PRIVATE PROPERTY,30,"2075 BAYVIEW AVE, TORONTO, ON, CANADA",ON,43.7219965,-79.3728068,1,0,0,0,0,0,0,0,0
978000,2019-05-26 08:56:00,08:56:00,2019,5,26,337.0,PARK - ON BOULEVARD,50,"QUEENS WHARF RD, TORONTO, ON, CANADA",ON,43.6386423,-79.399078,0,0,0,0,0,0,0,0,0
980000,2019-05-28 23:44:00,23:44:00,2019,5,28,3.0,PARK ON PRIVATE PROPERTY,30,"5 BELLEVUE CRES, TORONTO, ON, CANADA",ON,43.6991561,-79.51517455000001,1,0,0,0,0,0,0,0,0
982000,2019-05-31 09:26:00,09:26:00,2019,5,31,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"SHERIDAN AVE, TORONTO, ON, CANADA",ON,43.6498776,-79.433685,1,0,0,0,0,0,0,0,0
984000,2019-06-03 02:33:00,02:33:00,2019,6,3,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"QUEENS WHARF RD, TORONTO, ON, CANADA",ON,43.6386423,-79.399078,1,0,0,0,0,0,0,0,0
986000,2019-06-05 11:49:00,11:49:00,2019,6,5,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"394 ROYAL YORK RD, TORONTO, ON, CANADA",ON,43.6189725,-79.4997305,0,0,1,0,0,0,0,0,0
988000,2019-06-08 02:12:00,02:12:00,2019,6,8,3.0,PARK ON PRIVATE PROPERTY,30,"180 CHALKFARM DR, TORONTO, ON, CANADA",ON,43.7239809,-79.51159630414716,1,0,0,0,0,0,0,0,0
990000,2019-06-11 02:38:00,02:38:00,2019,6,11,3.0,PARK ON PRIVATE PROPERTY,30,"125 VILLAGE GREEN SQ, TORONTO, ON, CANADA",ON,43.7774165,-79.2812115,1,0,0,0,0,0,0,0,0
992000,2019-06-13 10:25:00,10:25:00,2019,6,13,30.0,STOP-(ON/OVER) (SIDEWK/FTPATH),150,"55 CENTRE AVE, TORONTO, ON, CANADA",ON,43.6544937,-79.3866913,0,0,1,0,0,0,0,1,0
994000,2019-06-15 19:23:00,19:23:00,2019,6,15,406.0,PARK-VEH. W/O VALID ONT PLATE,40,"71 EDWARD ST, TORONTO, ON, CANADA",ON,43.6566007,-79.3831637,0,0,0,1,0,0,0,0,0
996000,2019-06-18 13:51:00,13:51:00,2019,6,18,192.0,STAND SIGNED TRANSIT STOP,150,"720 QUEEN ST W, TORONTO, ON, CANADA",ON,43.6462666,-79.4091549,0,0,0,0,0,0,0,1,0
998000,2019-06-20 18:44:00,18:44:00,2019,6,20,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"2049 YONGE ST, TORONTO, ON, CANADA",ON,43.7019688,-79.3971287,0,1,0,0,0,0,0,0,0
1000000,2019-02-21 18:26:00,18:26:00,2019,2,21,312.0,PARKING MACH-NOT USED/NO FEE,30,"1 SHORTT ST, TORONTO, ON, CANADA",ON,43.6956054,-79.4514807,0,1,0,0,0,0,0,0,0
1002000,2019-02-24 19:59:00,19:59:00,2019,2,24,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"14 TEMPERANCE ST, TORONTO, ON, CANADA",ON,43.650967263157895,-79.3795677368421,0,1,0,0,0,0,0,0,0
1004000,2019-02-28 05:20:00,05:20:00,2019,2,28,3.0,PARK ON PRIVATE PROPERTY,30,"2020 DON MILLS RD, TORONTO, ON, CANADA",ON,43.762683,-79.34784856571322,1,0,0,0,0,0,0,0,0
1006000,2019-03-02 19:58:00,19:58:00,2019,3,2,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"42 CHARLES ST E, TORONTO, ON, CANADA",ON,43.669416,-79.3842210275359,0,0,1,0,0,0,0,0,0
1008000,2019-03-05 15:57:00,15:57:00,2019,3,5,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"BLOOR ST W, TORONTO, ON, CANADA",ON,43.6496142,-79.483776,0,0,1,0,0,0,0,0,0
1010000,2019-03-07 21:20:00,21:20:00,2019,3,7,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"214 GILLARD AVE, TORONTO, ON, CANADA",ON,43.6821583,-79.3283109,1,0,0,0,0,0,0,0,0
1012000,2019-03-11 09:26:00,09:26:00,2019,3,11,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"PEARL ST, TORONTO, ON, CANADA",ON,43.6484537,-79.3843215,0,0,1,0,0,0,0,0,0
1014000,2019-03-13 14:43:00,14:43:00,2019,3,13,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"94 HARBORD ST, TORONTO, ON, CANADA",ON,43.66299945,-79.4031985,0,0,1,0,0,0,0,0,0
1016000,2019-03-15 21:49:00,21:49:00,2019,3,15,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"220 ADELAIDE ST W, TORONTO, ON, CANADA",ON,43.6485661,-79.3879153,0,0,1,0,0,0,0,0,0
1018000,2019-03-18 20:23:00,20:23:00,2019,3,18,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"EDWARD ST, TORONTO, ON, CANADA",ON,43.6566007,-79.3831637,0,0,1,0,0,0,0,0,0
1020000,2019-03-21 09:13:00,09:13:00,2019,3,21,403.0,STOP-SIGNED HIGHWAY-RUSH HOUR,150,"150 YORK ST, TORONTO, ON, CANADA",ON,43.649284,-79.384275,0,0,1,0,0,0,0,0,0
1022000,2019-03-23 15:58:00,15:58:00,2019,3,23,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"70 FOREST MANOR RD, TORONTO, ON, CANADA",ON,43.7750174,-79.3461257,1,0,0,0,0,0,0,0,0
1024000,2019-03-26 09:11:00,09:11:00,2019,3,26,3.0,PARK ON PRIVATE PROPERTY,30,"2075 BAYVIEW AVE, TORONTO, ON, CANADA",ON,43.7219965,-79.3728068,1,0,0,0,0,0,0,0,0
1026000,2019-03-28 11:35:00,11:35:00,2019,3,28,3.0,PARK ON PRIVATE PROPERTY,30,"478 KING ST W, TORONTO, ON, CANADA",ON,43.6455571,-79.3963398,1,0,0,0,0,0,0,0,0
1028000,2019-03-30 19:22:00,19:22:00,2019,3,30,415.0,PARK COMMERC LOAD ZONE NOT LDG,40,"96 ST PATRICK ST, TORONTO, ON, CANADA",ON,43.65287425,-79.389811825,0,0,0,0,0,0,1,0,0
1030000,2019-01-02 14:40:00,14:40:00,2019,1,2,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"40 COLLEGE ST, TORONTO, ON, CANADA",ON,43.6613605,-79.38514270754644,1,0,0,0,0,0,0,0,0
1032000,2019-01-04 19:34:00,19:34:00,2019,1,4,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"2395 YONGE ST, TORONTO, ON, CANADA",ON,43.7100235,-79.398874,1,0,0,0,0,0,0,0,0
1034000,2019-01-07 11:05:00,11:05:00,2019,1,7,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"190 ELIZABETH ST, TORONTO, ON, CANADA",ON,43.658266,-79.386577,0,0,1,0,0,0,0,0,0
1036000,2019-01-09 17:10:00,17:10:00,2019,1,9,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"20 EDWARD ST, TORONTO, ON, CANADA",ON,43.6570527,-79.38232911738083,1,0,0,0,0,0,0,0,0
1038000,2019-01-12 07:31:00,07:31:00,2019,1,12,6.0,PARK-SIGNED HWY-EXC PERMT TIME,40,"20 BRUYERES MEWS, TORONTO, ON, CANADA",ON,43.6373046,-79.4004642,1,0,0,0,0,0,0,0,0
1040000,2019-01-14 22:12:00,22:12:00,2019,1,14,29.0,PARK PROHIBITED TIME NO PERMIT,30,"33 ST JOSEPH ST, TORONTO, ON, CANADA",ON,43.66561,-79.387169,1,0,1,0,0,0,0,0,0
1042000,2019-01-17 15:32:00,15:32:00,2019,1,17,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"197 SPADINA AVE, TORONTO, ON, CANADA",ON,43.650386999999995,-79.39652054999999,0,1,0,0,0,0,0,0,0
1044000,2019-01-21 11:02:00,11:02:00,2019,1,21,3.0,PARK ON PRIVATE PROPERTY,30,"2075 BAYVIEW AVE, TORONTO, ON, CANADA",ON,43.7219965,-79.3728068,1,0,0,0,0,0,0,0,0
1046000,2019-01-24 16:49:00,16:49:00,2019,1,24,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"135 GEORGE ST S, TORONTO, ON, CANADA",ON,43.6495665,-79.3700526,0,0,1,0,0,0,0,0,0
1048000,2019-01-27 16:53:00,16:53:00,2019,1,27,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"2 CENTRE AVE, TORONTO, ON, CANADA",ON,43.7930836,-79.4117819,0,1,0,0,0,0,0,0,0
1050000,2019-02-01 10:22:00,10:22:00,2019,2,1,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"344 FRONT ST W, TORONTO, ON, CANADA",ON,43.6454993,-79.3813327,1,0,0,0,0,0,0,0,0
1052000,2019-02-04 18:02:00,18:02:00,2019,2,4,403.0,STOP-SIGNED HIGHWAY-RUSH HOUR,150,"257 QUEEN ST W, TORONTO, ON, CANADA",ON,43.6502177,-79.388982,0,0,1,0,0,0,0,0,0
1054000,2019-02-07 18:43:00,18:43:00,2019,2,7,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"9 TEMPERANCE ST, TORONTO, ON, CANADA",ON,43.6508177,-79.3791465,1,0,0,0,0,0,0,0,0
1056000,2019-02-10 19:22:00,19:22:00,2019,2,10,3.0,PARK ON PRIVATE PROPERTY,30,"75 EAST LIBERTY ST, TORONTO, ON, CANADA",ON,43.6379927,-79.41476910085089,1,0,0,0,0,0,0,0,0
1058000,2019-02-14 08:37:00,08:37:00,2019,2,14,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"56 TEMPERANCE ST, TORONTO, ON, CANADA",ON,43.650509,-79.381733,0,0,1,0,0,0,0,0,0
1060000,2019-02-16 21:19:00,21:19:00,2019,2,16,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"2049 YONGE ST, TORONTO, ON, CANADA",ON,43.7019688,-79.3971287,0,1,0,0,0,0,0,0,0
1062000,2019-06-21 17:02:00,17:02:00,2019,6,21,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"100 MAITLAND ST, TORONTO, ON, CANADA",ON,43.665086849999994,-79.37967475694863,1,0,0,0,0,0,0,0,0
1064000,2019-06-24 11:56:00,11:56:00,2019,6,24,3.0,PARK ON PRIVATE PROPERTY,30,"560 KING ST W, TORONTO, ON, CANADA",ON,43.644071,-79.4019476,1,0,0,0,0,0,0,0,0
1066000,2019-06-26 19:26:00,19:26:00,2019,6,26,29.0,PARK PROHIBITED TIME NO PERMIT,30,"82 MAITLAND ST, TORONTO, ON, CANADA",QC,43.664758,-79.380416,1,0,1,0,0,0,0,0,0
1068000,2019-06-28 21:30:00,21:30:00,2019,6,28,3.0,PARK ON PRIVATE PROPERTY,30,"75 EAST LIBERTY ST, TORONTO, ON, CANADA",ON,43.6379927,-79.41476910085089,1,0,0,0,0,0,0,0,0
1070000,2019-07-02 12:31:00,12:31:00,2019,7,2,29.0,PARK PROHIBITED TIME NO PERMIT,30,"200 ROBERT ST, TORONTO, ON, CANADA",ON,43.663045833333335,-79.40418274074075,1,0,1,0,0,0,0,0,0
1072000,2019-07-04 19:50:00,19:50:00,2019,7,4,404.0,STOP-9 M PEDESTRIAN X BEYOND,60,"1432 GERRARD ST E, TORONTO, ON, CANADA",ON,43.672394,-79.3220705,0,0,1,0,0,0,0,0,0
1074000,2019-07-07 16:21:00,16:21:00,2019,7,7,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"201 ELIZABETH ST, TORONTO, ON, CANADA",ON,43.6555265,-79.3852419,0,1,0,0,0,0,0,0,0
1076000,2019-07-10 00:50:00,00:50:00,2019,7,10,3.0,PARK ON PRIVATE PROPERTY,30,"24 MABELLE AVE, TORONTO, ON, CANADA",ON,43.646605,-79.52720203996003,1,0,0,0,0,0,0,0,0
1078000,2019-07-12 10:27:00,10:27:00,2019,7,12,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"PEARL ST, TORONTO, ON, CANADA",ON,43.6484537,-79.3843215,0,0,1,0,0,0,0,0,0
1080000,2019-07-15 10:08:00,10:08:00,2019,7,15,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"60 MURRAY ST, TORONTO, ON, CANADA",ON,43.658231,-79.391462,0,0,1,0,0,0,0,0,0
1082000,2019-07-17 22:05:00,22:05:00,2019,7,17,192.0,STAND SIGNED TRANSIT STOP,150,"30 COSBURN AVE, TORONTO, ON, CANADA",ON,43.6887076,-79.3531703,0,0,0,0,0,0,0,1,0
1084000,2019-07-20 11:48:00,11:48:00,2019,7,20,3.0,PARK ON PRIVATE PROPERTY,30,"4700 KEELE ST, TORONTO, ON, CANADA",ON,43.77417545,-79.50474900961275,1,0,0,0,0,0,0,0,0
1086000,2019-07-23 11:15:00,11:15:00,2019,7,23,8.0,STAND VEH.-PROHIBIT TIME/DAY,60,"LA PLANTE AVE, TORONTO, ON, CANADA",ON,43.6591927,-79.3860233,0,0,1,0,0,0,0,0,0
1088000,2019-07-25 14:05:00,14:05:00,2019,7,25,134.0,PARK-SIGNED HWY-PUBLIC LANE,40,"23 ELM ST, TORONTO, ON, CANADA",ON,43.6574658,-79.3828019,0,0,0,0,0,0,0,0,0
1090000,2019-07-28 10:38:00,10:38:00,2019,7,28,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"2400 YONGE ST, TORONTO, ON, CANADA",ON,43.70976496521739,-79.39921122608695,1,0,0,0,0,0,0,0,0
1092000,2019-07-31 08:23:00,08:23:00,2019,7,31,8.0,STAND VEH.-PROHIBIT TIME/DAY,60,"20 GROSVENOR ST, TORONTO, ON, CANADA",ON,43.66321825,-79.38509840253678,0,0,1,0,0,0,0,0,0
1094000,2019-08-02 13:27:00,13:27:00,2019,8,2,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"150 ELIZABETH ST, TORONTO, ON, CANADA",ON,43.6555265,-79.3852419,0,0,1,0,0,0,0,0,0
1096000,2019-08-05 16:41:00,16:41:00,2019,8,5,15.0,PARK-WITHIN 3M OF FIRE HYDRANT,100,"EASTERN AVE, TORONTO, ON, CANADA",ON,43.6586497,-79.337798,0,0,0,0,1,0,0,0,0
1098000,2019-08-08 00:12:00,00:12:00,2019,8,8,3.0,PARK ON PRIVATE PROPERTY,30,"30 GRAND TRUNK CRES, TORONTO, ON, CANADA",ON,43.64216145,-79.38290019160826,1,0,0,0,0,0,0,0,0
1100000,2019-08-10 09:47:00,09:47:00,2019,8,10,29.0,PARK PROHIBITED TIME NO PERMIT,30,"113 FREDERICK ST, TORONTO, ON, CANADA",ON,43.64949281818182,-79.36867863636364,1,0,1,0,0,0,0,0,0
1102000,2019-08-13 06:52:00,06:52:00,2019,8,13,14.0,PARK-OBSTRUCT (DRWAY/LANEWAY),50,"150 ELIZABETH ST, TORONTO, ON, CANADA",ON,43.6555265,-79.3852419,0,0,0,0,0,0,0,1,0
1104000,2019-08-15 12:44:00,12:44:00,2019,8,15,406.0,PARK-VEH. W/O VALID ONT PLATE,40,"60 ST PATRICK ST, TORONTO, ON, CANADA",ON,43.65183465217392,-79.38936969565218,0,0,0,1,0,0,0,0,0
1106000,2019-08-18 14:02:00,14:02:00,2019,8,18,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"337 QUEEN ST W, TORONTO, ON, CANADA",ON,43.649503,-79.3921758,0,1,0,0,0,0,0,0,0
1108000,2019-08-21 12:15:00,12:15:00,2019,8,21,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"10 ST MARY ST, TORONTO, ON, CANADA",ON,43.6680687,-79.3860435,0,0,1,0,0,0,0,0,0
1110000,2019-08-23 22:27:00,22:27:00,2019,8,23,29.0,PARK PROHIBITED TIME NO PERMIT,30,"61 BISHOP TUTU BLVD, TORONTO, ON, CANADA",ON,43.63572942466817,-79.400350989851,1,0,1,0,0,0,0,0,0
1112000,2019-08-26 20:53:00,20:53:00,2019,8,26,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"155 YORKVILLE AVE, TORONTO, ON, CANADA",ON,43.67025235,-79.3943180619247,0,1,0,0,0,0,0,0,0
1114000,2019-08-29 07:09:00,07:09:00,2019,8,29,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"20 EDWARD ST, TORONTO, ON, CANADA",ON,43.6570527,-79.38232911738083,0,0,1,0,0,0,0,0,0
1116000,2019-08-31 17:00:00,17:00:00,2019,8,31,192.0,STAND SIGNED TRANSIT STOP,150,"720 QUEEN ST W, TORONTO, ON, CANADA",ON,43.6462666,-79.4091549,0,0,0,0,0,0,0,1,0
1118000,2019-09-03 20:27:00,20:27:00,2019,9,3,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"12 ST JOSEPH ST, TORONTO, ON, CANADA",ON,43.6659755,-79.3858115,1,0,0,0,0,0,0,0,0
1120000,2019-09-06 07:47:00,07:47:00,2019,9,6,403.0,STOP-SIGNED HIGHWAY-RUSH HOUR,150,"222 JARVIS ST, TORONTO, ON, CANADA",ON,43.6584658,-79.3758718,0,0,1,0,0,0,0,0,0
1122000,2019-09-08 19:14:00,19:14:00,2019,9,8,369.0,STND ONSTRT ACCESSIBLE NOT D/O,450,"DUNCAN ST, TORONTO, ON, CANADA",ON,43.6488755,-79.3889165,0,0,0,0,0,0,0,0,0
1124000,2019-10-18 12:57:00,12:57:00,2019,10,18,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"214 GILLARD AVE, TORONTO, ON, CANADA",ON,43.6821583,-79.3283109,1,0,0,0,0,0,0,0,0
1126000,2019-10-21 04:08:00,04:08:00,2019,10,21,2.0,PARK - LONGER THAN 3 HOURS,30,"51 BROOKWELL DR, TORONTO, ON, CANADA",ON,43.7441628,-79.49559963024296,0,0,1,0,0,0,0,0,0
1128000,2019-10-23 10:10:00,10:10:00,2019,10,23,29.0,PARK PROHIBITED TIME NO PERMIT,30,"SUNNYSIDE AVE, TORONTO, ON, CANADA",ON,43.6387957,-79.4484412,1,0,1,0,0,0,0,0,0
1130000,2019-10-25 14:24:00,14:24:00,2019,10,25,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"125 BURNABY BLVD, TORONTO, ON, CANADA",ON,43.7046259,-79.4120834,0,1,0,0,0,0,0,0,0
1132000,2019-10-28 11:15:00,11:15:00,2019,10,28,99.0,STOP-NON-SCHL BUS IN SCHL LDZN,100,"150 DAN LECKIE WAY, TORONTO, ON, CANADA",ON,43.63979375,-79.39854654990367,0,0,0,0,0,0,0,0,0
1134000,2019-10-30 16:42:00,16:42:00,2019,10,30,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"PEARL ST, TORONTO, ON, CANADA",ON,43.6484537,-79.3843215,1,0,0,0,0,0,0,0,0
1136000,2019-11-02 10:29:00,10:29:00,2019,11,2,8.0,STAND VEH.-PROHIBIT TIME/DAY,100,"68 GRANGEWAY AVE, TORONTO, ON, CANADA",ON,43.7728952,-79.2489793,0,0,1,0,0,0,0,0,0
1138000,2019-11-05 02:53:00,02:53:00,2019,11,5,3.0,PARK ON PRIVATE PROPERTY,30,"33 SINGER CRT, TORONTO, ON, CANADA",ON,43.7695026,-79.3708357,1,0,0,0,0,0,0,0,0
1140000,2019-11-07 13:27:00,13:27:00,2019,11,7,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,100,"BLOOR ST W, TORONTO, ON, CANADA",ON,43.6496142,-79.483776,0,0,1,0,0,0,0,0,0
1142000,2019-11-09 21:00:00,21:00:00,2019,11,9,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,100,"35 HOLLYWOOD AVE, TORONTO, ON, CANADA",ON,43.766108,-79.4095286,0,0,1,0,0,0,0,0,0
1144000,2019-11-13 08:39:00,08:39:00,2019,11,13,29.0,PARK PROHIBITED TIME NO PERMIT,30,"24 LOWTHER AVE, TORONTO, ON, CANADA",ON,43.67078365217391,-79.3965327826087,1,0,1,0,0,0,0,0,0
1146000,2019-11-15 16:16:00,16:16:00,2019,11,15,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"1078 QUEEN ST W, TORONTO, ON, CANADA",ON,43.643816349999994,-79.4217559597231,0,1,0,0,0,0,0,0,0
1148000,2019-11-18 18:22:00,18:22:00,2019,11,18,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,100,"10 BELLAIR ST, TORONTO, ON, CANADA",ON,43.66966255,-79.39118628276641,0,0,1,0,0,0,0,0,0
1150000,2019-11-20 21:20:00,21:20:00,2019,11,20,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"118 YORKVILLE AVE, TORONTO, ON, CANADA",ON,43.67089185,-79.39366828808289,0,1,0,0,0,0,0,0,0
1152000,2019-11-23 04:15:00,04:15:00,2019,11,23,3.0,PARK ON PRIVATE PROPERTY,30,"51 EAST LIBERTY ST, TORONTO, ON, CANADA",ON,43.6388821,-79.4121898,1,0,0,0,0,0,0,0,0
1154000,2019-09-10 11:02:00,11:02:00,2019,9,10,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"650 CHURCH ST, TORONTO, ON, CANADA",ON,43.6528199,-79.3756056,1,0,0,0,0,0,0,0,0
1156000,2019-09-12 12:55:00,12:55:00,2019,9,12,312.0,PARKING MACH-NOT USED/NO FEE,30,"20 DELISLE AVE, TORONTO, ON, CANADA",ON,43.6897565,-79.3958575,0,1,0,0,0,0,0,0,0
1158000,2019-09-14 20:05:00,20:05:00,2019,9,14,3.0,PARK ON PRIVATE PROPERTY,30,"10 ELMWOOD AVE, TORONTO, ON, CANADA",ON,43.7668221,-79.4114104,1,0,0,0,0,0,0,0,0
1160000,2019-09-17 11:53:00,11:53:00,2019,9,17,3.0,PARK ON PRIVATE PROPERTY,30,"75 THORNCLIFFE PARK DR, TORONTO, ON, CANADA",ON,43.7049593,-79.3419739,1,0,0,0,0,0,0,0,0
1162000,2019-09-19 14:13:00,14:13:00,2019,9,19,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"FOSTER PL, TORONTO, ON, CANADA",ON,43.6546744,-79.3842967,0,1,0,0,0,0,0,0,0
